district,urban_rural,deaths,injured,serious_injuries,attacker_deaths,attacker_injured,casualty_asof,casualty_note,involves_children,victim_relation,age,sex,occupation,motive_summary,mental_health,prior_violence,warning_signals,intervention,outcome,judgment_date,execution_date,last_source_date,notes,deaths_lower_bound,injured_lower_bound,motive_tags,motive_basis,evidence_level,official_occurrence,official_classification,classification_evidence,id,date,date_precision,title,province,city,scene,method,category,classification_reason,source_ids,field_sources,reported_date,review_year,dating_note,review_batch,injured_reported,series_id,additional_collision_injured,response_injured,event_total_injured_reported,motive_attribution,date_time,continuous_attack,motive_themes,verification_gaps,social_source_urls,year,month,quarter,category_label,official,same_period,motive_known,deaths_min,injured_min,classification_evidence_basis,demographics_asof,demographics_basis,driver_deaths
城乡一体化示范区,城市,3,,,,,2023-04-09,官方句式未明确7伤是否包含后续死亡3人，幸存伤者数不直接填7或4。,,,47,男,,警方称因感情纠纷争执后驾车冲撞特定女性。,,,,警方抓获。,侦办中。,,,2023-04-09,,,,"[""感情纠纷""]",警方初步通报,官方转载,True,False,媒体调查／研究推断,B31,2023-04-08,day,平顶山新兴路感情纠纷驾车冲撞案,河南,平顶山,街道交通,驾车,pending,确认定向驾车冲撞女子后多人受害，但其余人的关系未说明，不能仅据人数认定无关者卷入。,"[""BS34""]","{""date"": [""BS34""], ""location"": [""BS34""], ""casualties"": [""BS34""], ""classification"": [""BS34""], ""motive"": [""BS34""], ""outcome"": [""BS34""]}",,,,,7人受伤、3人经抢救无效死亡,,,,,,,,"[""婚姻／家庭／感情问题""]",,,2023,2023-04,2023-Q2,待核实,False,True,True,3,0,,,,
黄岛区,城市,1,6,,,,2023-12-26,,,公交乘客、排队人员及学生,23,男,休学大学生,法院认定为报复学校，刺伤学校周边无辜学生群众。起诉书具体称盗窃休学后复学未果而生不满。,司法鉴定为人格障碍，完全刑事责任能力。,,案前购买凶器、向媒体发预告邮件；判决还记载此前就谅解书、复学沟通多次发表威胁言论。,在附近洗浴中心门口被抓获。,2023年12月26日一审故意杀人罪死刑；被告人当庭提出上诉，未检出二审或执行公开材料。,2023-12-26,,2023-12-26,已读取紫牛新闻一审判决跟踪全文；此前搜索的搜狐转载访问失败，改从新浪全文核对。,,,"[""学业受挫"", ""泄愤报复""]",法院认定,官方转载,True,True,官方事实直接支持,B32,2023-04-19,day,青岛山东科技大学北公交站及周边袭击案,山东,青岛,校园及周边,持械,core,起诉书明确预谋报复学校，在站台和车内连续攻击排队上车人员及无关乘客。,"[""BS35"", ""BS53""]","{""date"": [""BS35""], ""location"": [""BS35""], ""casualties"": [""BS35""], ""classification"": [""BS35"", ""BS53""], ""motive"": [""BS35"", ""BS53""], ""outcome"": [""BS35"", ""BS53""]}",,,,,,,,,,,,,"[""学业问题"", ""泄愤／转移报复""]",,,2023,2023-04,2023-Q2,核心,True,True,True,1,6,,,,
大涌镇,镇区,0,4,,,,2023-05-12,,,,48,男,,,,,,警方控制司机带所调查。,调查中。,,,2023-05-12,,,,[],未知,官方转载,True,False,媒体调查／研究推断,B33,2023-05-12,day,中山大涌镇装载作业车连续碰撞事件,广东,中山,街道交通,驾车,pending,通报没有确认故意冲撞或随机选择对象；仅凭连续碰撞无法定性。,"[""BS36""]","{""date"": [""BS36""], ""location"": [""BS36""], ""casualties"": [""BS36""], ""classification"": [""BS36""], ""motive"": [], ""outcome"": [""BS36""]}",,,,,,,,,,,,,[],,,2023,2023-05,2023-Q2,待核实,False,True,False,0,4,,,,
兴县,城乡跨场景,7,11,,,,2023-05-14,包含最初家庭内3死1伤及后续撞人4死10伤，勿重复相加。,True,感情纠纷女子及家属；另有出警人员与行人,27,男,,警方初查源于感情纠纷。,,,,警方抓获；省市县联合处置。,侦查中；公开判决未检出。,,,2023-05-14,,,,"[""感情纠纷""]",警方初步通报,官方转载,True,True,官方事实直接支持,B34,2023-05-13,day,山西兴县定向杀伤后驾车冲撞行人案,山西,吕梁,街道交通,复合,expanded,原本针对感情纠纷对象及家属，随后逃窜驾车撞警务人员和行人，明确扩展至无关路人。,"[""BS37""]","{""date"": [""BS37""], ""location"": [""BS37""], ""casualties"": [""BS37""], ""classification"": [""BS37""], ""motive"": [""BS37""], ""outcome"": [""BS37""]}",,,,,,,,,,,,,"[""婚姻／家庭／感情问题""]",,,2023,2023-05,2023-Q2,纠纷扩大,True,True,True,7,11,,,,
云岩区,城市,0,,,,,2023-05-15,未发布确切受伤人数，不能用汇编数字替代。,,路过行人,40,男,,,警方称精神障碍患者；刑责鉴定未知。,,,警方迅速控制嫌疑人，伤者送医。,进一步办理。,,,2023-05-15,案发为5月14日，5月15日系报道日。,,,[],未知,官方转载,True,False,官方确认事件和路人受伤，未明确随机性；待补证,B35,2023-05-14,day,贵阳云岩百草巷剪刀袭击行人案,贵州,贵阳,街道交通,持械,pending,警方确认剪刀伤及路过的几名行人，但未披露双方关系及选择目标过程；本轮补查未取得可靠随机性认定，不能仅凭多人或精神状态推定随机，保留待核。,"[""BS38""]","{""date"": [""BS38""], ""location"": [""BS38""], ""casualties"": [""BS38""], ""classification"": [""BS38""], ""motive"": [], ""outcome"": [""BS38""]}",,,,,几名行人,,,,,,,,[],,,2023,2023-05,2023-Q2,待核实,False,True,False,0,0,官方确认事件和路人受伤，未明确随机性；待补证,,,
南部县,镇区,0,8,,,,2023-05-18,,,,21,男,,,,,,警方抓获。,侦查中。,,,2023-05-18,,,,[],未知,官方转载,True,False,媒体调查／研究推断,B36,2023-05-18,day,四川南部桂博路持刀伤人案,四川,南充,街道交通,持械,pending,通报未说明受害者关系或随机选择，无充分独立材料证明随机性。,"[""BS39""]","{""date"": [""BS39""], ""location"": [""BS39""], ""casualties"": [""BS39""], ""classification"": [""BS39""], ""motive"": [], ""outcome"": [""BS39""]}",,,,,,,,,,,,,[],,,2023,2023-05,2023-Q2,待核实,False,True,False,0,8,,,,
和平区,城市,0,1,,,,2023-05-24,,,,53,男,,,,,,围观群众当场控制；警方确认见义勇为行为。,刑事拘留。,,,2023-05-24,,,,[],未知,官方转载,True,False,媒体调查／研究推断,B37,2023-05-23,day,天津和平山西路剪刀伤害路人案,天津,天津,街道交通,持械,pending,虽称路人，单一目标双方关系与选择原因未明，保守等待随机性证据。,"[""BS40""]","{""date"": [""BS40""], ""location"": [""BS40""], ""casualties"": [""BS40""], ""classification"": [""BS40""], ""motive"": [], ""outcome"": [""BS40""]}",,,,,,,,,,,,,[],,,2023,2023-05,2023-Q2,待核实,False,True,False,0,1,,,,
开福区,城市,0,9,,,,2023-06-06,一人伤势较重，8人稳定无生命危险；未给司法重伤等级。,,,39,男,,,,,,警方抓获逃跑中的司机。,侦办中。,,,2023-06-06,,,,[],未知,官方转载,True,False,媒体调查／研究推断,B38,2023-06-06,day,长沙开福滨河路面包车撞人事件,湖南,长沙,街道交通,驾车,pending,仅有撞人逃逸事实，未确立故意性和无差别袭击动机。,"[""BS41""]","{""date"": [""BS41""], ""location"": [""BS41""], ""casualties"": [""BS41""], ""classification"": [""BS41""], ""motive"": [], ""outcome"": [""BS41""]}",,,,,,,,,,,,,[],,,2023,2023-06,2023-Q2,待核实,False,True,False,0,9,,,,
海港区,城市,,,,,,2023-06-17,网传十余人受伤没有官方确认，死亡和受伤人数均留空。,,,,男,,,,,,警方控制。,调查中。,,,2023-06-17,,,,[],未知,单一媒体,False,False,媒体调查／研究推断,B39,2023-06-16,day,秦皇岛建国路持刀伤人事件,河北,秦皇岛,街道交通,持械,pending,已采访警方确认事件，但人数、对象关系与随机性未明确。,"[""BS42""]","{""date"": [""BS42""], ""location"": [""BS42""], ""casualties"": [""BS42""], ""classification"": [""BS42""], ""motive"": [], ""outcome"": [""BS42""]}",,,,,,,,,,,,,[],,,2023,2023-06,2023-Q2,待核实,False,True,False,0,0,,,,
朝阳区,城市,0,1,,,,2023-12-16,本轮连续投掷2桶水，造成1名摊主受伤；与同日22:40投可乐及6月22日投砖分开计件，三轮总1死2伤。,,无关夜市摊主,23,男,无固定职业,法院认定生活窘迫、认为社会不公，欲自杀但没有勇气，预谋杀人以求死刑。,公安司法鉴定涉案时无精神疾病，完全刑事责任能力（界面核对鉴定意见）。,,,后续6月22日自行投案。,12月13日一审死刑；当庭不上诉，2024年10月21日核准后执行（家属确认）。,2023-12-13,2024-10-21,2024-10-21,原始候选B40按连续过程拆为B40a/B40b。两次重新启动的袭击相隔6小时10分；同日不自动合并。,,,"[""经济受挫"", ""社会不满"", ""借刑求死""]",法院认定,官方转载,True,True,官方事实直接支持,B40a,2023-06-17,day,长春红旗街下午高空投掷水桶伤人案,吉林,长春,商业场所,其他,core,法院认定观察楼下行人后刻意向不特定人群投掷重物，以杀人求获死刑。,"[""BS43"", ""BS44"", ""RS002""]","{""date"": [""BS43"", ""BS44"", ""RS002""], ""location"": [""BS43"", ""BS44"", ""RS002""], ""casualties"": [""BS43"", ""BS44"", ""RS002""], ""classification"": [""BS43"", ""BS44"", ""RS002""], ""motive"": [""BS43"", ""BS44""], ""outcome"": [""BS43"", ""BS44""]}",,,,,,B-SERIES-CHANGCHUN-202306,,,,,2023-06-17T16:30:00+08:00,True,"[""求死／求入狱"", ""泄愤／转移报复"", ""经济／工作／财产纠纷""]",,,2023,2023-06,2023-Q2,核心,True,True,True,0,1,,,,
朝阳区,城市,0,1,,,,2023-12-16,本轮连续投掷3罐饮料，造成1名食客轻微伤；与同日16:30投水桶及6月22日投砖分开计件，三轮总1死2伤。,,无关夜市食客,23,男,无固定职业,法院认定生活窘迫、认为社会不公，欲自杀但没有勇气，预谋杀人以求死刑。,公安司法鉴定涉案时无精神疾病，完全刑事责任能力（界面核对鉴定意见）。,,,后续6月22日自行投案。,12月13日一审死刑；当庭不上诉，2024年10月21日核准后执行（家属确认）。,2023-12-13,2024-10-21,2024-10-21,原始候选B40按连续过程拆为B40a/B40b。两次重新启动的袭击相隔6小时10分；同日不自动合并。,,,"[""经济受挫"", ""社会不满"", ""借刑求死""]",法院认定,官方转载,True,True,官方事实直接支持,B40b,2023-06-17,day,长春红旗街夜间高空投掷罐装饮料伤人案,吉林,长春,商业场所,其他,core,法院认定观察楼下行人后刻意向不特定人群投掷重物，以杀人求获死刑。,"[""BS43"", ""BS44"", ""RS002""]","{""date"": [""BS43"", ""BS44"", ""RS002""], ""location"": [""BS43"", ""BS44"", ""RS002""], ""casualties"": [""BS43"", ""BS44"", ""RS002""], ""classification"": [""BS43"", ""BS44"", ""RS002""], ""motive"": [""BS43"", ""BS44""], ""outcome"": [""BS43"", ""BS44""]}",,,,,,B-SERIES-CHANGCHUN-202306,,,,,2023-06-17T22:40:00+08:00,True,"[""求死／求入狱"", ""泄愤／转移报复"", ""经济／工作／财产纠纷""]",,,2023,2023-06,2023-Q2,核心,True,True,True,0,1,,,,
朝阳区,城市,1,0,,,,2023-12-16,本日期1死；其他两名伤者属6月17日，不重复计数。,,无关食客、摊主和路人,23,男,无固定职业,法院认定生活窘迫、认为社会不公，欲自杀但没有勇气，预谋杀人以求死刑。,公安司法鉴定涉案时无精神疾病，完全刑事责任能力（界面核对鉴定意见）。,,同楼此前多次高空抛物已伤人；家属及摊主称有过报警但未找到人，属媒体转述。,23时30分嫌疑人主动到派出所投案。,12月13日一审死刑；当庭不上诉，2024年10月21日核准后执行（家属确认）。,2023-12-13,2024-10-21,2024-10-21,同一系列含6月17日下午、夜间和6月22日三次独立过程，分别计件；本件21至23时连续投砖计一件。,,,"[""经济受挫"", ""社会不满"", ""借刑求死""]",法院认定,官方转载,True,True,官方事实直接支持,B41,2023-06-22,day,长春红旗街高空投砖致死案,吉林,长春,商业场所,其他,core,法院认定观察楼下行人后刻意向不特定人群投掷重物，以杀人求获死刑。,"[""BS43"", ""BS44""]","{""date"": [""BS43"", ""BS44""], ""location"": [""BS43"", ""BS44""], ""casualties"": [""BS43"", ""BS44""], ""classification"": [""BS43"", ""BS44""], ""motive"": [""BS43"", ""BS44""], ""outcome"": [""BS43"", ""BS44""]}",,,,,,B-SERIES-CHANGCHUN-202306,,,,,,True,"[""求死／求入狱"", ""泄愤／转移报复"", ""经济／工作／财产纠纷""]",,,2023,2023-06,2023-Q2,核心,True,True,True,1,0,,,,
临城镇,镇区,0,,,,,2023-07-01,通报称伤者均无生命危险，网传具体人数不采用。,,,,,,,,,,警方控制嫌疑人、伤者送医。,侦办中。,,,2023-07-01,,,,[],未知,官方转载,True,False,媒体调查／研究推断,B42,2023-06-30,day,海南临高临城镇二环路持刀伤人案,海南,临高县,街道交通,持械,pending,官方证实伤人，未披露人数、目标关系或选择方式。,"[""BS45""]","{""date"": [""BS45""], ""location"": [""BS45""], ""casualties"": [""BS45""], ""classification"": [""BS45""], ""motive"": [], ""outcome"": [""BS45""]}",,,,,,,,,,,,,[],,,2023,2023-06,2023-Q2,待核实,False,True,False,0,0,,,,
廉江市,镇区,6,1,,,,2023-07-10,,True,幼儿园内人员，包含幼儿,25,男,,,,,,7时40分发案，8时许警方抓获。,侦办中；裁判未检出。,,,2023-07-10,,,,[],未知,官方转载,True,False,媒体调查／研究推断,B43,2023-07-10,day,广东廉江横山镇幼儿园持刀伤人案,广东,湛江,校园及周边,持械,pending,案件伤亡已获警方证实，尚无可靠材料确认对象选择与关系；不采信网传私人报复起因，也不直接称随机。,"[""BS46""]","{""date"": [""BS46""], ""location"": [""BS46""], ""casualties"": [""BS46""], ""classification"": [""BS46""], ""motive"": [], ""outcome"": [""BS46""]}",,,,,,,,,,,,,[],,,2023,2023-07,2023-Q3,待核实,False,True,False,6,1,,,,
罗平县,镇区,2,7,,,,2023-08-08,总计9名受害者；母亲和逃窜阶段受伤者均在2死7伤内。,,,20,男,,,警方称有精神病史，未披露司法责任能力鉴定。,,,警方抓获，伤者送医。,侦办中。,,,2023-08-08,,,,[],未知,官方转载,True,True,官方事实直接支持,B44,2023-08-08,day,云南罗平伤母后逃窜持刀伤人案,云南,曲靖,街道交通,持械,expanded,先刺母亲后在逃窜过程中继续刺伤8人，攻击范围从家庭扩展到街面他人。,"[""BS47""]","{""date"": [""BS47""], ""location"": [""BS47""], ""casualties"": [""BS47""], ""classification"": [""BS47""], ""motive"": [], ""outcome"": [""BS47""]}",,,,,,,,,,,,,[],,,2023,2023-08,2023-Q3,纠纷扩大,True,True,False,2,7,,,,
枣阳市,城市,,4,,,,2023-08-17,4伤来自目击者，非官方最终数字；是否死亡未见可靠说明。,,报道称老年人及女性路人,,男,,,,,,商户泼水阻止，群众报警。,,,,2023-08-17,不采信目击者关于精神病的猜测。,,,[],未知,单一媒体,False,False,媒体调查／研究推断,B45,2023-08-17,day,湖北枣阳万象城附近沿街持刀伤人事件,湖北,襄阳,街道交通,持械,pending,目击采访支持沿街攻击路人，但目前只有同一电视报道转载，未满足独立多源或官方证据标准。,"[""BS48""]","{""date"": [""BS48""], ""location"": [""BS48""], ""casualties"": [""BS48""], ""classification"": [""BS48""], ""motive"": [], ""outcome"": [""BS48""]}",,,,,,,,,,,,,[],,,2023,2023-08,2023-Q3,待核实,False,True,False,0,4,,,,
龙华区,城市,1,3,,,,2023-11-09,,,,37,男,,,,,,警方现场抓获，伤者送医。,侦办中。,,,2023-11-09,部分汇编称20时，按警方通报18时。,,,[],未知,官方转载,True,False,媒体调查／研究推断,B47,2023-11-09,day,深圳龙华大浪广场附近持刀伤人案,广东,深圳,公园广场,持械,pending,事件伤亡获警方确认，但起因和对象关系未披露。,"[""BS50""]","{""date"": [""BS50""], ""location"": [""BS50""], ""casualties"": [""BS50""], ""classification"": [""BS50""], ""motive"": [], ""outcome"": [""BS50""]}",,,,,,,,,,,,,[],,,2023,2023-11,2023-Q4,待核实,False,False,False,1,3,,,,
新都区,城市,0,,,,,2023-12-24,通报未给伤者数，不采用汇编的5伤。,,,21,男,,,警方称有精神病史；无刑责鉴定。,,,现场群众制服后警方控制。,侦办中。,,,2023-12-24,,,,[],未知,官方转载,True,False,媒体调查／研究推断,B46,2023-12-24,day,成都新都同福路持刀伤人案,四川,成都,街道交通,持械,pending,官方确认事件但未披露确切人数或受害者关系，不能仅凭地点和精神病史推断随机。,"[""BS49""]","{""date"": [""BS49""], ""location"": [""BS49""], ""casualties"": [""BS49""], ""classification"": [""BS49""], ""motive"": [], ""outcome"": [""BS49""]}",,,,,,,,,,,,,[],,,2023,2023-12,2023-Q4,待核实,False,False,False,0,0,,,,
德城区,城市,2,,6,,,2024-03-01,,,,,,,,,,,驾驶人当场被抓,,,,2024-03-01,6为已披露重伤人数；不把网上所传十余儿童或同名旧案拼接为本案事实。,,6,[],未知,官方转载,True,False,媒体调查／研究推断,C005,2024-03-01,day,德州安居苑道路车辆撞人事件,山东,德州,街道交通,驾车,pending,警方确认车辆冲撞及伤亡，公开报道仍称交通肇事；未取得可证明故意袭击或随机性的裁判材料。,"[""CS008""]","{""date"": [""CS008""], ""location"": [""CS008""], ""casualties"": [""CS008""], ""classification"": [""CS008""], ""motive"": [], ""outcome"": []}",,,,,6人重伤；其他伤者人数未见明确披露,,,,,,,,[],,,2024,2024-03,2024-Q1,待核实,False,True,False,2,6,,,,
祁东县,乡镇,,,,,,2024-03-12,单一媒体称1死1伤；未作为核实数字。,True,据报为用餐小学生,,男,,,村民称有精神疾病，未经司法鉴定确认,报道村民称前一年曾入校划伤学生，未取得独立核证,上述既往袭击及保安离岗仅属单一采访说法,,,,,2024-03-12,,,,[],未知,单一媒体,False,False,媒体调查／研究推断,C009,2024-03-04,day,祁东三友小学持刀袭击报道,湖南,衡阳,校园及周边,持械,pending,独立记者采访的单一报道可见存档，缺第二独立采集来源及完整官方确认。,"[""CS015""]","{""date"": [""CS015""], ""location"": [""CS015""], ""casualties"": [""CS015""], ""classification"": [""CS015""], ""motive"": [], ""outcome"": []}",,,,,,,,,,,,,[],,,2024,2024-03,2024-Q1,待核实,False,True,False,0,0,,,,
